Run,Attack/File,Accuracy,Precision,Recall,F1,TN,FP,FN,TP
49,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
50,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
51,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
52,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
53,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
54,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
55,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
56,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
57,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
58,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
59,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
60,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
61,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
62,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
63,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
64,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
65,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
66,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
67,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
68,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
69,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
70,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
71,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
72,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
73,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
74,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
75,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
76,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
77,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
78,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
79,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
80,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
81,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
82,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
83,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
84,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
85,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
86,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
87,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
88,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
89,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
90,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
91,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
92,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
93,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
94,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
95,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
96,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
97,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
98,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
99,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
100,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
1,UDPLag,0.990614,0.999546,0.987336,0.993404,3538,4,113,8810
2,UDPLag,0.98917,0.999545,0.985319,0.992381,3538,4,131,8792
3,UDPLag,0.990774,0.999546,0.98756,0.993517,3538,4,111,8812
4,UDPLag,0.990854,0.99966,0.98756,0.993573,3539,3,111,8812
5,UDPLag,0.988608,0.999431,0.984646,0.991984,3537,5,137,8786
6,UDPLag,0.988608,0.999431,0.984646,0.991984,3537,5,137,8786
7,UDPLag,0.989009,0.998978,0.985655,0.992272,3533,9,128,8795
8,UDPLag,0.988849,0.999545,0.984871,0.992154,3538,4,135,8788
9,UDPLag,0.990614,0.999546,0.987336,0.993404,3538,4,113,8810
10,UDPLag,0.989089,0.999432,0.985319,0.992325,3537,5,131,8792
11,UDPLag,0.990774,0.999546,0.98756,0.993517,3538,4,111,8812
12,UDPLag,0.990694,0.999546,0.987448,0.99346,3538,4,112,8811
13,UDPLag,0.98933,0.999432,0.985655,0.992496,3537,5,128,8795
14,UDPLag,0.990694,0.999433,0.98756,0.993461,3537,5,111,8812
15,UDPLag,0.989089,0.999545,0.985207,0.992324,3538,4,132,8791
16,UDPLag,0.988608,0.999431,0.984646,0.991984,3537,5,137,8786
17,UDPLag,0.990854,0.999433,0.987784,0.993575,3537,5,109,8814
18,UDPLag,0.990694,0.999433,0.98756,0.993461,3537,5,111,8812
19,UDPLag,0.988528,0.999545,0.984422,0.991926,3538,4,139,8784
20,UDPLag,0.989089,0.999545,0.985207,0.992324,3538,4,132,8791
21,UDPLag,0.988929,0.999545,0.984983,0.99221,3538,4,134,8789
22,UDPLag,0.990533,0.999319,0.987448,0.993348,3536,6,112,8811
23,UDPLag,0.990453,0.999546,0.987112,0.99329,3538,4,115,8808
24,UDPLag,0.989089,0.999659,0.985095,0.992323,3539,3,133,8790
25,UDPLag,0.990614,0.999546,0.987336,0.993404,3538,4,113,8810
26,UDPLag,0.988849,0.999431,0.984983,0.992154,3537,5,134,8789
27,UDPLag,0.990533,0.99966,0.987112,0.993346,3539,3,115,8808
28,UDPLag,0.988929,0.999431,0.985095,0.992211,3537,5,133,8790
29,UDPLag,0.989009,0.999545,0.985095,0.992267,3538,4,133,8790
30,UDPLag,0.990774,0.999546,0.98756,0.993517,3538,4,111,8812
31,UDPLag,0.989009,0.999545,0.985095,0.992267,3538,4,133,8790
32,UDPLag,0.988688,0.999318,0.984871,0.992042,3536,6,135,8788
33,UDPLag,0.990453,0.999546,0.987112,0.99329,3538,4,115,8808
34,UDPLag,0.989089,0.999659,0.985095,0.992323,3539,3,133,8790
35,UDPLag,0.990373,0.999433,0.987112,0.993234,3537,5,115,8808
36,UDPLag,0.988849,0.999318,0.985095,0.992155,3536,6,133,8790
37,UDPLag,0.988608,0.999431,0.984646,0.991984,3537,5,137,8786
38,UDPLag,0.988688,0.999545,0.984646,0.99204,3538,4,137,8786
39,UDPLag,0.990293,0.999319,0.987112,0.993178,3536,6,115,8808
40,UDPLag,0.98933,0.999432,0.985655,0.992496,3537,5,128,8795
41,UDPLag,0.988929,0.999431,0.985095,0.992211,3537,5,133,8790
42,UDPLag,0.989009,0.999545,0.985095,0.992267,3538,4,133,8790
43,UDPLag,0.989009,0.999545,0.985095,0.992267,3538,4,133,8790
44,UDPLag,0.990533,0.999546,0.987224,0.993347,3538,4,114,8809
45,UDPLag,0.988608,0.999545,0.984534,0.991983,3538,4,138,8785
46,UDPLag,0.989009,0.999545,0.985095,0.992267,3538,4,133,8790
47,UDPLag,0.988608,0.999431,0.984646,0.991984,3537,5,137,8786
48,UDPLag,0.988688,0.999545,0.984646,0.99204,3538,4,137,8786
49,UDPLag,0.988769,0.999431,0.984871,0.992098,3537,5,135,8788
50,UDPLag,0.990614,0.999433,0.987448,0.993404,3537,5,112,8811
51,UDPLag,0.990854,0.999773,0.987448,0.993572,3540,2,112,8811
52,UDPLag,0.991015,0.99966,0.987784,0.993687,3539,3,109,8814
53,UDPLag,0.989009,0.999432,0.985207,0.992268,3537,5,132,8791
54,UDPLag,0.990935,0.999773,0.98756,0.993629,3540,2,111,8812
55,UDPLag,0.988849,0.999431,0.984983,0.992154,3537,5,134,8789
56,UDPLag,0.990694,0.999433,0.98756,0.993461,3537,5,111,8812
57,UDPLag,0.990774,0.999546,0.98756,0.993517,3538,4,111,8812
58,UDPLag,0.988688,0.999545,0.984646,0.99204,3538,4,137,8786
59,UDPLag,0.988929,0.999545,0.984983,0.99221,3538,4,134,8789
60,UDPLag,0.988367,0.999317,0.984422,0.991814,3536,6,139,8784
61,UDPLag,0.988448,0.999431,0.984422,0.99187,3537,5,139,8784
62,UDPLag,0.988929,0.999431,0.985095,0.992211,3537,5,133,8790
63,UDPLag,0.989009,0.999545,0.985095,0.992267,3538,4,133,8790
64,UDPLag,0.988849,0.999431,0.984983,0.992154,3537,5,134,8789
65,UDPLag,0.990373,0.999433,0.987112,0.993234,3537,5,115,8808
66,UDPLag,0.988849,0.999318,0.985095,0.992155,3536,6,133,8790
67,UDPLag,0.98917,0.999545,0.985319,0.992381,3538,4,131,8792
68,UDPLag,0.990614,0.999546,0.987336,0.993404,3538,4,113,8810
69,UDPLag,0.988367,0.999431,0.98431,0.991813,3537,5,140,8783
70,UDPLag,0.990614,0.999546,0.987336,0.993404,3538,4,113,8810
71,UDPLag,0.990453,0.999546,0.987112,0.99329,3538,4,115,8808
72,UDPLag,0.988287,0.999545,0.984086,0.991755,3538,4,142,8781
73,UDPLag,0.988849,0.999545,0.984871,0.992154,3538,4,135,8788
74,UDPLag,0.988688,0.999545,0.984646,0.99204,3538,4,137,8786
75,UDPLag,0.990453,0.999546,0.987112,0.99329,3538,4,115,8808
76,UDPLag,0.990774,0.999433,0.987672,0.993518,3537,5,110,8813
77,UDPLag,0.98933,0.999545,0.985543,0.992495,3538,4,129,8794
78,UDPLag,0.990453,0.999433,0.987224,0.993291,3537,5,114,8809
79,UDPLag,0.98917,0.999545,0.985319,0.992381,3538,4,131,8792
80,UDPLag,0.990453,0.999546,0.987112,0.99329,3538,4,115,8808
81,UDPLag,0.988929,0.999545,0.984983,0.99221,3538,4,134,8789
82,UDPLag,0.990694,0.999433,0.98756,0.993461,3537,5,111,8812
83,UDPLag,0.990774,0.999546,0.98756,0.993517,3538,4,111,8812
84,UDPLag,0.990854,0.99966,0.98756,0.993573,3539,3,111,8812
85,UDPLag,0.989089,0.999659,0.985095,0.992323,3539,3,133,8790
86,UDPLag,0.988608,0.999431,0.984646,0.991984,3537,5,137,8786
87,UDPLag,0.988528,0.999431,0.984534,0.991927,3537,5,138,8785
88,UDPLag,0.988769,0.999545,0.984758,0.992097,3538,4,136,8787
89,UDPLag,0.990694,0.999546,0.987448,0.99346,3538,4,112,8811
90,UDPLag,0.990614,0.999433,0.987448,0.993404,3537,5,112,8811
91,UDPLag,0.988608,0.999431,0.984646,0.991984,3537,5,137,8786
92,UDPLag,0.988929,0.999431,0.985095,0.992211,3537,5,133,8790
93,UDPLag,0.990614,0.999546,0.987336,0.993404,3538,4,113,8810
94,UDPLag,0.990774,0.999546,0.98756,0.993517,3538,4,111,8812
95,UDPLag,0.990774,0.99966,0.987448,0.993516,3539,3,112,8811
96,UDPLag,0.988929,0.999545,0.984983,0.99221,3538,4,134,8789
97,UDPLag,0.98925,0.999545,0.985431,0.992438,3538,4,130,8793
98,UDPLag,0.988528,0.999318,0.984646,0.991928,3536,6,137,8786
99,UDPLag,0.990774,0.999546,0.98756,0.993517,3538,4,111,8812
100,UDPLag,0.988929,0.999545,0.984983,0.99221,3538,4,134,8789
